"","ID","V1_SitioZona","V2_TiempoConoce_meses","V3_Recomienda","V4_Atencion_cat","V5_Atencion_1a4","V6_VisitasSemana","V7_PrecioAlmuerzo","V8_CompanerosAlmuerzo","V9_Edad","V11_Ingresos","V12_Gastos","V13_PesoKg","V14_EstaturaCm","V15_Sexo"
"975",975,"Zona Centro",11,"No","Mala",1,1,24608,4,36,4611592,3898243,62.4,154.1,"Femenino"
"976",976,"Zona Norte",47,"No","Regular",2,1,29018,2,48,2331478,1564432,84,176.4,"Masculino"
"977",977,"Zona Sur",12,"Sí","Regular",2,2,16910,0,35,3737457,2472697,75.5,168.7,"Femenino"
"978",978,"Zona Centro",80,"Sí","Buena",3,3,20653,0,57,2102457,1257901,76.8,176.1,"Masculino"
"979",979,"Zona Sur",11,"No","Buena",3,1,16856,2,39,3730485,2553198,81.3,176,"Masculino"
"980",980,"Zona Norte",29,"Sí","Mala",1,2,26328,2,47,3252747,2049466,82.6,177.8,"Masculino"
"981",981,"Zona Norte",14,"Sí","Regular",2,0,27525,3,34,2452318,1995792,86.7,170.6,"Masculino"
"982",982,"Zona Centro",151,"Sí","Regular",2,4,18920,1,56,8612756,5791865,74.5,158.8,"Masculino"
"983",983,"Zona Centro",7,"No","Regular",2,2,20995,1,43,1500000,715532,76.3,164.6,"Femenino"
"984",984,"Zona Sur",13,"No","Regular",2,7,12757,3,41,2081545,1557833,72.5,157.7,"Femenino"
"985",985,"Zona Norte",39,"No","Buena",3,1,24960,2,28,7662921,5034221,66,160.8,"Femenino"
"986",986,"Zona Centro",102,"No","Buena",3,3,22390,3,53,1500000,1028805,86.7,175.7,"Femenino"
"987",987,"Zona Centro",55,"Sí","Buena",3,5,17390,3,21,3629396,1596213,71.2,177.3,"Masculino"
"988",988,"Zona Sur",12,"No","Regular",2,7,14354,0,45,3270074,2565067,57.5,152.5,"Femenino"
"989",989,"Zona Norte",26,"No","Excelente",4,2,30287,1,30,1500000,845775,64.8,180.9,"Masculino"
"990",990,"Zona Centro",6,"No","Regular",2,4,21479,2,23,2655048,1686586,61.6,164.5,"Masculino"
"991",991,"Zona Norte",9,"No","Regular",2,2,31389,1,22,4403124,2433420,77.8,174.8,"Masculino"
"992",992,"Zona Centro",31,"No","Buena",3,1,18302,2,43,2324677,1247812,83.5,161.4,"Femenino"
"993",993,"Zona Centro",29,"No","Buena",3,2,16993,2,43,2941902,1480996,86.1,169.3,"Masculino"
"994",994,"Zona Centro",40,"Sí","Regular",2,4,24765,5,32,4202405,2489249,65.2,160.9,"Femenino"
"995",995,"Zona Centro",28,"Sí","Regular",2,1,24725,1,48,5190145,2659950,66.8,180.8,"Masculino"
"996",996,"Zona Sur",65,"No","Regular",2,3,19830,4,24,1843934,1085415,60.3,159.8,"Femenino"
"997",997,"Zona Sur",45,"Sí","Excelente",4,2,15278,4,45,3158016,2030331,63.3,165,"Masculino"
"998",998,"Zona Centro",16,"Sí","Regular",2,1,18966,1,56,2577139,981299,79.7,167,"Femenino"
"999",999,"Zona Sur",61,"No","Buena",3,1,19536,0,38,1500000,925834,75.3,186,"Masculino"
"1000",1000,"Zona Sur",15,"No","Mala",1,6,12000,1,44,1500000,994966,70.9,166.1,"Masculino"
"1001",1001,"Zona Centro",45,"No","Mala",1,2,21790,3,35,4777465,1980213,76.7,160.4,"Masculino"
"1002",1002,"Zona Norte",88,"No","Excelente",4,4,25980,1,34,3661627,1207327,58.5,174,"Masculino"
"1003",1003,"Zona Sur",23,"Sí","Buena",3,3,14937,3,32,2109461,1074610,63.2,171.8,"Masculino"
"1004",1004,"Zona Norte",25,"Sí","Regular",2,1,28265,0,48,2607287,1272776,48.8,155.1,"Femenino"
"1005",1005,"Zona Centro",23,"No","Buena",3,4,21062,1,38,1500000,770538,72.8,161.8,"Femenino"
"1006",1006,"Zona Centro",23,"Sí","Buena",3,3,22485,1,36,8084611,7284639,84,172.3,"Masculino"
"1007",1007,"Zona Centro",39,"Sí","Buena",3,1,17165,1,34,2761057,1025975,69.8,157.1,"Masculino"
"1008",1008,"Zona Norte",14,"No","Buena",3,3,30380,1,40,2368395,1846172,66.6,177.7,"Masculino"
"1009",1009,"Zona Centro",15,"Sí","Excelente",4,3,24961,1,28,5336043,3686744,81.4,183.5,"Masculino"
"1010",1010,"Zona Norte",39,"No","Excelente",4,3,26229,2,35,14169594,10256892,62.7,176.8,"Masculino"
"1011",1011,"Zona Centro",21,"No","Regular",2,4,27158,5,34,3411310,2099106,60.7,168.9,"Femenino"
"1012",1012,"Zona Centro",83,"No","Buena",3,3,17935,2,45,1740717,965375,83.7,182.5,"Masculino"
"1013",1013,"Zona Centro",65,"No","Regular",2,1,25411,2,49,10638005,7213061,64.6,161.9,"Femenino"
"1014",1014,"Zona Centro",108,"Sí","Excelente",4,1,19975,1,27,4104859,2483563,77.5,172.5,"Masculino"
"1015",1015,"Zona Sur",6,"No","Buena",3,5,13959,3,31,12455308,7903120,82.1,159,"Femenino"
"1016",1016,"Zona Sur",35,"Sí","Excelente",4,6,14948,2,45,5882521,3963911,69.1,183.4,"Masculino"
"1017",1017,"Zona Sur",8,"No","Mala",1,8,16240,5,39,1500000,807109,75.7,172.4,"Masculino"
"1018",1018,"Zona Sur",10,"Sí","Excelente",4,6,16987,5,37,3249133,1819305,74.7,158.6,"Femenino"
"1019",1019,"Zona Norte",9,"No","Regular",2,3,27934,2,36,4342229,2678763,53.8,178.6,"Masculino"
"1020",1020,"Zona Sur",22,"Sí","Regular",2,9,13162,5,27,1500000,500000,73.8,174.6,"Masculino"
"1021",1021,"Zona Sur",8,"No","Excelente",4,5,18930,3,24,2198029,1735125,82.9,173.9,"Masculino"
"1022",1022,"Zona Centro",23,"Sí","Excelente",4,3,21356,1,28,3418367,2132546,79.2,159,"Masculino"
"1023",1023,"Zona Centro",18,"No","Buena",3,2,19514,3,60,4633286,2882641,67.8,163.1,"Femenino"
"1024",1024,"Zona Centro",22,"No","Regular",2,2,20845,4,34,3941439,2204794,79.2,165.2,"Femenino"
"1025",1025,"Zona Norte",48,"No","Mala",1,1,29278,1,30,2537103,1685403,70,161.9,"Femenino"
"1026",1026,"Zona Norte",24,"No","Mala",1,2,31317,0,34,2839017,2193103,65.4,150,"Femenino"
"1027",1027,"Zona Norte",8,"Sí","Mala",1,2,27099,1,43,3536962,2526209,69.5,167.3,"Masculino"
"1028",1028,"Zona Centro",16,"Sí","Buena",3,5,25486,4,27,12891210,6466213,70.3,178.9,"Masculino"
"1029",1029,"Zona Centro",40,"No","Regular",2,2,24491,2,47,1850194,1061523,67.7,157.5,"Femenino"
"1030",1030,"Zona Sur",30,"No","Mala",1,5,16718,1,53,3182210,2096470,69,150.6,"Femenino"
"1031",1031,"Zona Centro",10,"Sí","Excelente",4,5,23691,2,31,7417222,5644091,86.3,153.7,"Femenino"
"1032",1032,"Zona Norte",14,"Sí","Excelente",4,1,25718,1,40,6014044,4298757,61.6,163,"Femenino"
"1033",1033,"Zona Norte",60,"Sí","Buena",3,1,28107,0,32,6616196,3217519,70.5,158,"Femenino"
"1034",1034,"Zona Sur",69,"No","Regular",2,0,16334,1,35,3198510,2405506,62.3,162.3,"Femenino"
"1035",1035,"Zona Centro",7,"No","Regular",2,2,18816,3,49,2441180,1783478,45,158.4,"Femenino"
"1036",1036,"Zona Norte",33,"Sí","Regular",2,1,25183,3,32,2539562,1447724,54.6,150,"Femenino"
"1037",1037,"Zona Sur",4,"No","Mala",1,3,15349,0,43,1998106,1386732,76.9,177.8,"Masculino"
"1038",1038,"Zona Sur",33,"Sí","Mala",1,2,20473,2,22,1500000,1198164,79.6,162.8,"Femenino"
"1039",1039,"Zona Centro",23,"No","Regular",2,2,19825,1,35,1500000,1217714,64.1,163.9,"Femenino"
"1040",1040,"Zona Centro",97,"No","Mala",1,4,22747,2,36,3332928,2174229,75.2,173.1,"Masculino"
"1041",1041,"Zona Sur",34,"Sí","Buena",3,3,19073,1,49,1998140,964652,68.1,159.2,"Femenino"
"1042",1042,"Zona Centro",39,"No","Mala",1,3,25830,3,25,1730152,977922,57.7,175,"Masculino"
"1043",1043,"Zona Centro",70,"No","Buena",3,6,21809,0,44,4785320,2557428,86,170.3,"Femenino"
"1044",1044,"Zona Centro",31,"No","Mala",1,5,19275,5,57,2137785,1265581,76.8,176.2,"Masculino"
"1045",1045,"Zona Sur",74,"No","Buena",3,4,16010,1,30,1500000,798509,59.3,173.4,"Masculino"
"1046",1046,"Zona Centro",8,"No","Mala",1,3,24467,3,40,1608693,503897,63.6,177,"Masculino"
"1047",1047,"Zona Sur",34,"Sí","Excelente",4,9,15840,4,46,1500000,1216704,55.3,167.4,"Masculino"
"1048",1048,"Zona Norte",66,"Sí","Buena",3,3,29983,2,28,10445385,6889577,64.9,181.6,"Masculino"
"1049",1049,"Zona Sur",114,"No","Regular",2,4,15338,3,27,3417716,1344583,73.5,169.3,"Masculino"
"1050",1050,"Zona Centro",26,"Sí","Buena",3,3,21914,1,36,5475575,3497839,63.1,150,"Femenino"
"1051",1051,"Zona Centro",21,"Sí","Regular",2,1,25455,2,34,4560052,2616171,72.8,159.6,"Femenino"
"1052",1052,"Zona Norte",13,"Sí","Excelente",4,2,26993,1,22,5551638,3661982,72.6,165.5,"Femenino"
"1053",1053,"Zona Centro",27,"No","Regular",2,1,20805,3,32,1798584,967174,69.7,158,"Femenino"
"1054",1054,"Zona Sur",42,"No","Buena",3,7,16872,4,25,2737199,1962280,69.2,163.9,"Masculino"
"1055",1055,"Zona Centro",11,"Sí","Buena",3,3,24861,1,30,2084576,1065668,60,165,"Femenino"
"1056",1056,"Zona Centro",42,"Sí","Mala",1,0,21614,2,73,3442212,1873540,69.9,156.9,"Femenino"
"1057",1057,"Zona Norte",8,"No","Mala",1,1,27711,0,39,7379953,5397360,75,158.6,"Femenino"
"1058",1058,"Zona Sur",41,"Sí","Mala",1,5,19684,3,35,1652266,1017371,66.9,166.7,"Femenino"
"1059",1059,"Zona Norte",5,"No","Regular",2,1,29679,0,27,8341191,2587161,69.1,169.9,"Masculino"
"1060",1060,"Zona Norte",42,"No","Buena",3,0,32000,2,41,6697214,3940623,82.8,175,"Masculino"
"1061",1061,"Zona Sur",37,"No","Mala",1,1,16155,5,48,5018386,3512035,78.7,169.1,"Masculino"
"1062",1062,"Zona Centro",25,"No","Buena",3,2,22223,1,30,1500000,1051034,53.6,162.4,"Femenino"
"1063",1063,"Zona Norte",26,"Sí","Excelente",4,2,27270,4,46,7153520,3837779,86.4,169.5,"Femenino"
"1064",1064,"Zona Centro",43,"No","Regular",2,2,20145,1,37,1500000,583544,72.3,163.9,"Masculino"
"1065",1065,"Zona Sur",90,"No","Regular",2,5,17241,5,44,7173346,4117680,65.2,172.4,"Masculino"
"1066",1066,"Zona Centro",92,"No","Mala",1,7,24949,3,34,2596248,1910083,84.6,171.4,"Masculino"
"1067",1067,"Zona Centro",34,"No","Mala",1,3,24448,2,50,4279576,2817648,77.6,166.3,"Masculino"
"1068",1068,"Zona Centro",35,"Sí","Regular",2,3,19978,1,65,6939009,3924556,66.9,171.9,"Masculino"
"1069",1069,"Zona Centro",18,"No","Regular",2,2,21958,0,45,2819012,1532663,64.7,168.7,"Femenino"
"1070",1070,"Zona Centro",14,"No","Excelente",4,3,16170,2,28,2040224,1813712,64.2,168.9,"Masculino"
"1071",1071,"Zona Norte",43,"No","Buena",3,4,28523,2,27,3125592,1677182,61.9,160.8,"Femenino"
"1072",1072,"Zona Sur",31,"Sí","Regular",2,3,15120,3,31,1691980,1192327,66.2,157.6,"Femenino"
"1073",1073,"Zona Sur",11,"No","Regular",2,9,17951,5,61,1500000,1029182,73.3,171.8,"Masculino"
"1074",1074,"Zona Sur",39,"Sí","Mala",1,1,18007,5,57,3241242,1926476,71.9,178.8,"Masculino"
"1075",1075,"Zona Centro",34,"Sí","Regular",2,3,20448,5,28,3178372,1821561,67.1,176.5,"Masculino"
"1076",1076,"Zona Centro",48,"No","Regular",2,4,20393,0,34,4801476,3419194,64.1,159.6,"Femenino"
"1077",1077,"Zona Centro",6,"Sí","Regular",2,2,19322,0,42,1679486,729457,70.2,157.1,"Femenino"
"1078",1078,"Zona Centro",43,"Sí","Excelente",4,6,21506,1,39,4187708,2616123,54.4,161.1,"Femenino"
"1079",1079,"Zona Centro",8,"No","Buena",3,6,21077,1,53,1500000,814342,76.2,165.5,"Masculino"
"1080",1080,"Zona Norte",8,"No","Buena",3,1,27979,2,32,1603629,1270728,61.5,169.8,"Masculino"
"1081",1081,"Zona Sur",53,"No","Mala",1,5,18147,3,31,1500000,917925,59.5,179.9,"Masculino"
"1082",1082,"Zona Centro",47,"No","Regular",2,3,26339,3,25,1500000,1015695,61.4,163,"Femenino"
"1083",1083,"Zona Norte",47,"Sí","Regular",2,2,31029,2,21,9651874,7452129,75.9,174.5,"Masculino"
"1084",1084,"Zona Centro",29,"Sí","Mala",1,1,18689,0,41,3785290,3371528,79.1,168.9,"Femenino"
"1085",1085,"Zona Norte",21,"No","Buena",3,1,26838,0,30,3103221,1672752,82.7,168.8,"Masculino"
"1086",1086,"Zona Norte",58,"No","Regular",2,2,25529,1,37,15000000,11071464,48.9,153.2,"Femenino"
"1087",1087,"Zona Sur",66,"Sí","Excelente",4,4,16504,3,49,1500000,957096,77.3,165.1,"Masculino"
"1088",1088,"Zona Centro",81,"Sí","Regular",2,3,22367,0,42,4905061,2383590,83.3,176.4,"Masculino"
"1089",1089,"Zona Centro",25,"No","Buena",3,1,20661,0,34,1500000,500000,82.1,163.7,"Femenino"
"1090",1090,"Zona Centro",17,"Sí","Mala",1,2,18321,4,31,3728406,2152812,85.5,175.6,"Masculino"
"1091",1091,"Zona Norte",34,"No","Buena",3,1,27117,5,29,7558909,4535286,76.9,173.4,"Masculino"
"1092",1092,"Zona Centro",31,"No","Regular",2,2,21069,0,35,3891707,2690250,66.9,157.8,"Femenino"
"1093",1093,"Zona Centro",32,"No","Regular",2,1,23994,2,42,1500000,965079,77.7,166.2,"Masculino"
"1094",1094,"Zona Centro",21,"Sí","Regular",2,2,25052,0,56,2012917,937749,74.9,167.2,"Masculino"
"1095",1095,"Zona Sur",43,"No","Mala",1,8,18692,2,28,4233899,2478091,73.8,176.8,"Masculino"
"1096",1096,"Zona Norte",7,"No","Excelente",4,3,26754,2,44,3207116,1911572,65.2,179.9,"Masculino"
"1097",1097,"Zona Centro",67,"Sí","Buena",3,2,22754,0,46,3107877,1749382,64.5,167.4,"Femenino"
"1098",1098,"Zona Sur",15,"Sí","Buena",3,0,17447,2,29,1896067,1040909,71.7,164.6,"Masculino"
"1099",1099,"Zona Centro",29,"No","Buena",3,3,23061,1,32,6080558,3023858,65.5,157.6,"Femenino"
"1100",1100,"Zona Sur",52,"Sí","Buena",3,3,15135,0,38,1898824,882203,79.1,177.7,"Masculino"
"1101",1101,"Zona Sur",84,"No","Mala",1,4,17515,2,24,1500000,1065165,72.2,172.5,"Masculino"
"1102",1102,"Zona Sur",28,"Sí","Excelente",4,5,18109,5,29,1500000,735882,56.6,160.6,"Femenino"
"1103",1103,"Zona Centro",47,"No","Mala",1,1,21984,2,64,2324953,1732399,78.6,177.7,"Masculino"
"1104",1104,"Zona Centro",19,"Sí","Regular",2,0,20611,1,26,1500000,821846,84.3,172.9,"Masculino"
"1105",1105,"Zona Sur",63,"No","Mala",1,3,17308,3,38,1779141,1409826,70.2,174.3,"Masculino"
"1106",1106,"Zona Centro",21,"No","Mala",1,2,22143,3,29,5801890,3815216,61.3,174.6,"Masculino"
"1107",1107,"Zona Centro",25,"Sí","Buena",3,0,21572,2,54,2387085,1300353,64,166,"Masculino"
"1108",1108,"Zona Norte",103,"Sí","Mala",1,1,27354,0,35,4425645,2052393,67,156.9,"Femenino"
"1109",1109,"Zona Sur",50,"No","Regular",2,6,19473,1,48,1500000,500000,76.6,170.3,"Masculino"
"1110",1110,"Zona Norte",41,"No","Buena",3,2,25344,4,20,2306812,1379936,64.4,150.1,"Femenino"
"1111",1111,"Zona Centro",6,"Sí","Mala",1,1,24609,3,27,4820076,3218656,71.6,167.4,"Masculino"
"1112",1112,"Zona Norte",15,"Sí","Mala",1,1,29956,1,40,3754751,1865156,58.4,153.3,"Femenino"
"1113",1113,"Zona Centro",19,"Sí","Buena",3,0,21444,1,29,1500000,555758,76.1,161.1,"Femenino"
"1114",1114,"Zona Norte",14,"No","Regular",2,0,28038,1,44,5002535,2805157,65.8,162.7,"Femenino"
"1115",1115,"Zona Centro",16,"No","Mala",1,4,20883,0,24,2335390,1969306,73.6,166,"Masculino"
"1116",1116,"Zona Centro",35,"Sí","Buena",3,1,23310,1,49,2406393,1172511,77.2,158,"Femenino"
"1117",1117,"Zona Norte",35,"Sí","Excelente",4,1,31065,1,58,7940072,5441291,74.1,154.4,"Femenino"
"1118",1118,"Zona Norte",15,"Sí","Mala",1,0,28330,2,53,15000000,10587729,48.4,152.9,"Femenino"
"1119",1119,"Zona Norte",35,"No","Buena",3,4,29114,4,22,1571315,980092,69.1,172.8,"Femenino"
"1120",1120,"Zona Centro",35,"No","Regular",2,5,22797,2,37,4369426,2123950,62.6,174.5,"Masculino"
"1121",1121,"Zona Centro",17,"No","Buena",3,5,20412,3,27,2801090,1687025,66.6,151.1,"Femenino"
"1122",1122,"Zona Norte",12,"No","Buena",3,1,25556,0,35,4779351,1677497,45,150,"Femenino"
"1123",1123,"Zona Centro",26,"Sí","Buena",3,1,22908,1,36,7544725,4559410,64.6,162.5,"Femenino"
"1124",1124,"Zona Centro",33,"No","Excelente",4,3,18099,1,31,3178349,2202783,68,151.4,"Femenino"
"1125",1125,"Zona Sur",18,"No","Buena",3,2,14258,1,22,1500000,839730,86.9,160,"Femenino"
"1126",1126,"Zona Centro",11,"Sí","Regular",2,3,22221,2,47,1500000,722598,66.7,151.5,"Femenino"
"1127",1127,"Zona Centro",34,"Sí","Buena",3,0,18672,3,42,2517982,1451501,65.8,173,"Masculino"
"1128",1128,"Zona Centro",11,"No","Regular",2,2,22393,3,30,5927909,2840801,67.7,151.5,"Femenino"
"1129",1129,"Zona Centro",6,"Sí","Excelente",4,1,29720,0,25,10894368,8326177,62.8,150,"Femenino"
"1130",1130,"Zona Sur",26,"Sí","Buena",3,3,14214,2,45,4409738,2657810,56.7,156.5,"Femenino"
"1131",1131,"Zona Centro",31,"Sí","Regular",2,2,22070,1,25,1884778,1834244,81.4,165.8,"Masculino"
"1132",1132,"Zona Norte",100,"Sí","Excelente",4,2,27450,0,41,6740477,4036291,77.2,174.8,"Masculino"
"1133",1133,"Zona Centro",35,"Sí","Buena",3,2,23813,1,38,7370615,2554341,59,150.1,"Femenino"
"1134",1134,"Zona Sur",15,"No","Mala",1,3,19544,2,25,2515607,1509704,60.2,162.2,"Femenino"
"1135",1135,"Zona Sur",16,"No","Buena",3,7,14554,1,49,2405468,1425596,63.8,163.6,"Femenino"
"1136",1136,"Zona Sur",29,"No","Mala",1,5,16557,2,36,1500000,869156,81.3,158.6,"Femenino"
"1137",1137,"Zona Centro",13,"No","Buena",3,1,21793,4,30,6530338,3083985,85.4,172.7,"Masculino"
"1138",1138,"Zona Sur",21,"Sí","Buena",3,6,17887,5,23,1767857,881067,73,172.6,"Masculino"
"1139",1139,"Zona Centro",21,"No","Regular",2,4,27593,4,19,9943255,5232660,68.8,161.9,"Femenino"
"1140",1140,"Zona Centro",9,"No","Buena",3,5,20861,4,23,1983247,1279786,46.8,153.8,"Femenino"
"1141",1141,"Zona Norte",71,"Sí","Excelente",4,4,25100,1,48,3424467,1763626,58.4,166.7,"Masculino"
"1142",1142,"Zona Centro",38,"Sí","Mala",1,3,25133,2,29,2180627,1509559,56.3,168.6,"Femenino"
"1143",1143,"Zona Centro",27,"Sí","Regular",2,3,23471,5,30,3107126,2183409,68.9,164.2,"Masculino"
"1144",1144,"Zona Centro",72,"No","Mala",1,1,24602,0,41,1500000,1037366,67.2,177.2,"Masculino"
"1145",1145,"Zona Sur",32,"No","Excelente",4,2,15724,1,38,1500000,941922,51.1,163,"Femenino"
"1146",1146,"Zona Centro",102,"Sí","Buena",3,8,21101,5,34,4138956,1819015,67,178.5,"Masculino"
"1147",1147,"Zona Sur",15,"No","Mala",1,3,19962,0,24,4469570,2141414,54.7,188.1,"Masculino"
"1148",1148,"Zona Centro",17,"No","Buena",3,5,24147,2,29,2962234,1878240,81.8,174.5,"Masculino"
"1149",1149,"Zona Centro",12,"No","Buena",3,1,19062,0,26,5506469,3523107,60.1,168.1,"Masculino"
"1150",1150,"Zona Norte",59,"No","Regular",2,1,23541,2,23,4355534,2357276,74.7,164.3,"Femenino"
"1151",1151,"Zona Centro",15,"No","Regular",2,1,24031,2,33,1512976,1350754,81.2,161.7,"Masculino"
"1152",1152,"Zona Norte",10,"No","Buena",3,1,28534,3,49,3006748,1868916,66,170.3,"Masculino"
"1153",1153,"Zona Sur",17,"No","Mala",1,6,16470,2,32,2377875,1528726,69.5,158.5,"Femenino"
"1154",1154,"Zona Centro",37,"Sí","Excelente",4,6,23677,4,42,1930580,1120179,68,181.6,"Masculino"
"1155",1155,"Zona Centro",17,"No","Excelente",4,2,21467,1,37,1973141,1123062,74.7,164.1,"Femenino"
"1156",1156,"Zona Norte",33,"Sí","Buena",3,4,28206,0,46,3639719,1281405,79.3,168.9,"Masculino"
"1157",1157,"Zona Norte",11,"No","Mala",1,0,31513,1,41,1855401,887879,64.4,163,"Femenino"
"1158",1158,"Zona Sur",12,"No","Excelente",4,9,18016,3,37,5422668,1718625,57,154.3,"Femenino"
"1159",1159,"Zona Centro",10,"No","Excelente",4,4,21166,1,26,1587602,896157,77.3,179.2,"Masculino"
"1160",1160,"Zona Sur",45,"No","Regular",2,4,16475,1,50,2308416,1082029,72.2,160.3,"Femenino"
"1161",1161,"Zona Norte",59,"No","Excelente",4,5,24790,0,32,5001971,3049738,50.4,175.6,"Masculino"
"1162",1162,"Zona Centro",10,"Sí","Buena",3,2,15738,4,31,2830417,1176978,78.9,187.1,"Masculino"
"1163",1163,"Zona Sur",13,"No","Excelente",4,8,17626,4,33,2025062,1127961,83,175.7,"Masculino"
"1164",1164,"Zona Norte",43,"No","Mala",1,5,30106,1,35,2960529,1461756,78.4,165.2,"Masculino"
"1165",1165,"Zona Norte",30,"No","Excelente",4,2,27672,1,52,5470846,3163618,78.7,162,"Femenino"
"1166",1166,"Zona Centro",27,"No","Regular",2,0,22034,0,39,2246373,1622624,73.1,156.4,"Femenino"
"1167",1167,"Zona Norte",34,"No","Excelente",4,1,25159,1,30,6745233,3642296,66.4,150,"Femenino"
"1168",1168,"Zona Sur",53,"No","Mala",1,3,14614,1,41,2365031,1270455,86,172.2,"Masculino"
"1169",1169,"Zona Sur",59,"No","Mala",1,3,19251,3,26,1598601,779947,63.3,160.1,"Femenino"
"1170",1170,"Zona Sur",48,"No","Excelente",4,7,16493,3,33,1585918,627992,84.9,182.2,"Masculino"
"1171",1171,"Zona Sur",16,"No","Buena",3,3,14741,0,25,5283006,3441728,66.1,158.7,"Femenino"
"1172",1172,"Zona Sur",45,"No","Mala",1,2,17727,1,40,2500525,1563005,70.7,173.5,"Masculino"
"1173",1173,"Zona Sur",35,"Sí","Buena",3,5,17680,0,43,1500000,905497,45.7,152.3,"Femenino"
"1174",1174,"Zona Centro",33,"Sí","Buena",3,1,26073,0,32,2291385,1412485,71.3,169.1,"Masculino"
"1175",1175,"Zona Centro",83,"No","Regular",2,4,26817,3,29,1500000,947589,68.9,159.1,"Femenino"
"1176",1176,"Zona Centro",9,"No","Regular",2,6,16892,5,25,1818549,800806,69.5,161.6,"Femenino"
"1177",1177,"Zona Sur",15,"No","Regular",2,4,14605,3,33,1500000,839858,79.9,165.6,"Masculino"
"1178",1178,"Zona Norte",108,"Sí","Excelente",4,0,29083,0,31,2157284,1728083,52.8,172.8,"Femenino"
"1179",1179,"Zona Sur",55,"No","Mala",1,4,14110,2,39,2827897,1685070,88.5,173.5,"Masculino"
"1180",1180,"Zona Sur",38,"Sí","Mala",1,4,15481,1,42,3442985,2329241,64,161.9,"Femenino"
"1181",1181,"Zona Centro",7,"Sí","Buena",3,4,17418,2,36,2433275,1221854,73.3,164.6,"Femenino"
"1182",1182,"Zona Sur",39,"No","Mala",1,4,20639,3,35,1500000,661031,82.6,173.6,"Masculino"
"1183",1183,"Zona Centro",54,"Sí","Excelente",4,4,24083,2,37,1500000,1033984,75.8,168.6,"Masculino"
"1184",1184,"Zona Centro",46,"No","Mala",1,2,21218,0,37,5469093,2623340,73.4,170.6,"Femenino"
"1185",1185,"Zona Sur",22,"Sí","Regular",2,5,18699,4,59,1890723,713651,78.2,180.3,"Masculino"
"1186",1186,"Zona Centro",7,"Sí","Buena",3,4,21774,4,51,1500000,1030907,74.3,184.5,"Masculino"
"1187",1187,"Zona Sur",11,"No","Buena",3,1,16557,1,31,2150072,1206847,64,158.3,"Femenino"
"1188",1188,"Zona Centro",25,"Sí","Buena",3,1,18840,2,29,5355730,3083372,66.6,173.1,"Masculino"
"1189",1189,"Zona Centro",28,"Sí","Excelente",4,3,19718,3,28,1544476,798205,73.9,171.7,"Masculino"
"1190",1190,"Zona Centro",56,"Sí","Regular",2,0,22402,1,40,1500000,1025245,68.1,169.8,"Masculino"
"1191",1191,"Zona Sur",43,"No","Excelente",4,0,18147,2,37,3307260,1729567,77.8,181,"Masculino"
"1192",1192,"Zona Sur",15,"No","Mala",1,2,18192,3,46,3395036,1871689,69.3,167,"Femenino"
"1193",1193,"Zona Centro",103,"Sí","Buena",3,7,22170,3,32,7607359,3918775,75.9,152.3,"Femenino"
"1194",1194,"Zona Norte",10,"Sí","Buena",3,1,23952,1,61,2453157,1558864,45,158,"Femenino"
"1195",1195,"Zona Norte",20,"Sí","Buena",3,2,29036,1,37,8240071,4644548,68.7,175.2,"Masculino"
"1196",1196,"Zona Centro",31,"No","Mala",1,5,21267,2,38,1694322,872743,72.7,172.7,"Masculino"
"1197",1197,"Zona Norte",18,"Sí","Regular",2,1,29602,2,32,4479871,2838613,73.1,164,"Femenino"
"1198",1198,"Zona Centro",12,"Sí","Regular",2,2,18698,3,46,1533180,784053,67.7,160.4,"Femenino"
"1199",1199,"Zona Sur",44,"No","Excelente",4,5,17255,2,29,1500000,735743,79.8,164.6,"Femenino"
"1200",1200,"Zona Sur",35,"Sí","Buena",3,5,20360,3,36,1500000,1203150,76,169.6,"Masculino"
